title,URL,total_time,description,ingredients,instructions,calories,serves
Pumpkin Mochi,https://www.allrecipes.com/recipe/90253/pumpkin-mochi/,70,This twist on a traditional Japanese treat is made with canned pumpkin and glutinous rice flour.,"['2.5 cups mochiko (glutinous rice flour)', '2 teaspoons baking powder', '2 cups white sugar', '4 eggs', '29 ounce can pumpkin puree', '14 ounce can sweetened condensed milk', '1 cup butter, melted', '2 teaspoons vanilla extract']","['Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch baking dish.', 'Sift together the mochiko, baking powder, and sugar in a large bowl. Mix together the eggs, pumpkin puree, condensed milk, butter, and vanilla extract in a separate bowl. Stir the egg mixture into the mochiko mixture. Pour into the prepared dish.', 'Bake in preheated oven for 1 hour. Allow to cool before serving.']",539 kcal,12 servings
Japanese-Style Sesame Green Beans,https://www.allrecipes.com/recipe/87590/japanese-style-sesame-green-beans/,20,Fresh green beans get a flavor boost from sesame oil and a splash of soy sauce. Garnish with toasted sesame seeds.,"['1 tablespoon canola oil', '1.5 teaspoons sesame oil', '1 pound fresh green beans, washed', '1 tablespoon soy sauce', '1 tablespoon toasted sesame seeds']","['Warm a large skillet or wok over medium heat. When the skillet is hot, pour in canola and sesame oils, then place whole green beans into the skillet. Stir the beans to coat with oil. Cook until the beans are bright green and slightly browned in spots, about 10 minutes. Remove from heat, and stir in soy sauce; cover, and let sit about 5 minutes. Transfer to a serving platter, and sprinkle with toasted sesame seeds.']",97 kcal,4 servings
Ashley's Chicken Katsu with Tonkatsu Sauce,https://www.allrecipes.com/recipe/75981/ashleys-chicken-katsu-with-tonkatsu-sauce/,30,"Panko (Japanese bread crumbs) crusted fried chicken breasts with a sweet Tonkatsu dipping sauce. Serve with your choice of steamed white rice, shredded cabbage, or even mashed potatoes.","['0.5 cup Worcestershire sauce', '0.25 cup ketchup', '2 tablespoons soy sauce', 'pepper to taste', '2 cups vegetable oil, for deep-fat frying', '0.5 cup all-purpose flour', '0.5 cup panko bread crumbs', 'some pinched of salt and pepper', '1 egg, beaten', '2 skinless, boneless chicken breast halves - pounded to 1/4 inch thickness', '1 green onion (thinly sliced)']","['For the sauce, stir together the Worcestershire sauce, ketchup, and soy sauce, and a pinch of pepper to taste. Set aside.', 'Heat oil in deep-fryer to 350 degrees F (175 degrees C).', 'Place flour and panko bread crumbs onto separate plates and season with salt and pepper. Place the beaten egg in a medium bowl. Dip flattened chicken pieces first into flour, then egg, and lastly bread crumbs.', 'Fry breaded chicken breasts in preheated oil until golden brown and no longer pink in center, about 8 minutes. Transfer to a paper towel-lined plate to absorb excess oil. Slice chicken into thin strips and top with a drizzle of sauce and a sprinkling of sliced green onions. Serve remaining sauce on the side for dipping.']",718 kcal,2 servings
Karaage (Japanese Fried Chicken) with Honey Mayoster Sauce,https://www.allrecipes.com/recipe/258032/karaage-japanese-fried-chicken-with-honey-mayoster-sauce/,500,"Marinated boneless chicken thighs are coated in panko and fried, then served with a soy-honey Dijon-mayo dipping sauce.","['1.5 tablespoons low-sodium soy sauce', '1 tablespoon honey', '2 teaspoons minced garlic', '2 teaspoons minced fresh ginger', '1 pound skinless, boneless chicken thighs, cut into bite-sized pieces', '1 egg', '1 cup panko bread crumbs', 'some liters vegetable oil for frying', '0.5 cup Japanese mayonnaise', '2 tablespoons honey', '2 tablespoons Dijon mustard', '3 tablespoons mirin (Japanese sweet wine)', '1 tablespoon low-sodium soy sauce']","['Mix 1.5 tablespoon soy sauce, 1 tablespoon honey, garlic, and ginger together in a bowl. Add chicken; turn to coat. Marinate in the refrigerator, 8 hours to overnight.', 'Whisk egg in a bowl until smooth.', 'Pour panko bread crumbs into a shallow bowl. Dip chicken pieces in whisked egg and roll in panko until coated.', 'Heat oil in a deep-fryer or large saucepan to 350 degrees F (175 degrees C). Cook chicken in batches in the hot oil until golden brown, about 5 minutes. Transfer to paper towels to drain excess oil.', 'Mix Japanese mayonnaise, 2 tablespoons honey, Dijon mustard, mirin, and 1 tablespoon soy sauce together to make sauce. Pour sauce over chicken.']",681 kcal,4 servings
Japanese Beef Stir-Fry,https://www.allrecipes.com/recipe/212636/japanese-beef-stir-fry/,45,Tender beef strips are quickly stir-fried with crisp and colorful vegetables to make this delicious restaurant-style dinner in your own kitchen.,"['2 pounds boneless beef sirloin or beef top round steaks (3/4"" thick)', '3 tablespoons cornstarch', ""10.5 ounce can Campbell's® Condensed Beef Broth"", '0.5 cup soy sauce', '2 tablespoons sugar', '2 tablespoons vegetable oil', '4 cups sliced shiitake mushrooms', '1 head Chinese cabbage (bok choy) (thinly sliced)', '2 medium red peppers, cut into 2""-long strips', '3 stalks celery (sliced)', '2 medium green onions, cut into 2"" pieces', 'Hot cooked regular long-grain white rice']","['Slice beef into very thin strips.', 'Mix cornstarch, broth, soy and sugar until smooth. Set aside.', 'Heat 1 tablespoon oil in saucepot or wok over high heat. Add beef in 2 batches and stir-fry until browned. Set beef aside.', 'Add 1 tablespoon oil. Add the mushrooms, cabbage, peppers, celery and green onions in 2 batches and stir-fry over medium heat until tender-crisp. Set vegetables aside.', 'Stir cornstarch mixture and add. Cook until mixture boils and thickens, stirring constantly. Return beef and vegetables to saucepot and heat through. Serve over rice.']",290 kcal,8 servings
Spicy Tuna Sushi Roll,https://www.allrecipes.com/recipe/190943/spicy-tuna-sushi-roll/,105,"A fun sushi made with spiced-up canned tuna, carrots, cucumber, and avocado, rolled up in a nori sheet with lots of tangy rice.","['2 cups uncooked glutinous white rice', '2.5 cups water', '1 tablespoon rice vinegar', '5 ounce can solid white tuna in water (drained)', '1 tablespoon mayonnaise', '1 teaspoon chili powder', '1 teaspoon wasabi paste', '4 sheets nori (dry seaweed)', '0.5 cucumber, finely diced', '1 carrot, finely diced', '1 avocado - peeled, pitted and diced']","['Bring the rice, water, and vinegar to a boil in a saucepan over high heat. Reduce heat to medium-low, cover, and simmer until the rice is tender, and the liquid has been absorbed, 20 to 25 minutes. Let stand, covered, for about 10 minutes to absorb any excess water. Set rice aside to cool.', 'Lightly mix together the tuna, mayonnaise, chili powder, and wasabi paste in a bowl, breaking the tuna apart but not mashing it into a paste.', 'To roll the sushi, cover a bamboo sushi rolling mat with plastic wrap. Lay a sheet of nori, rough side up, on the plastic wrap. With wet fingers, firmly pat a thick, even layer of prepared rice over the nori, covering it completely. Place about 1 tablespoon each of diced cucumber, carrot, and avocado in a line along the bottom edge of the sheet, and spread a line of tuna mixture alongside the vegetables.', 'Pick up the edge of the bamboo rolling sheet, fold the bottom edge of the sheet up, enclosing the filling, and tightly roll the sushi into a thick cylinder. Once the sushi is rolled, wrap it in the mat and gently squeeze to compact it tightly. Cut each roll into 6 pieces, and refrigerate until served.']",346 kcal,4 servings
Japanese Pan Noodles,https://www.allrecipes.com/recipe/260850/japanese-pan-noodles/,50,"Toss udon noodles in a pan of broccoli, pepper, and zucchini stir-fry, coated with chili-garlic sauce to make this easy Japanese-style dish.","['10 ounce package fresh udon noodles', '0.5 teaspoon sesame oil (divided)', '2 cups chopped broccoli', '0.5 green bell pepper, cut into matchsticks', '2 small carrots, cut into matchsticks', '0.5 zucchini (thinly sliced)', '2 tablespoons soy sauce', '2 tablespoons mirin (Japanese sweet wine)', '1 tablespoon chili-garlic sauce', '0.75 teaspoon minced ginger']","['Bring a large pot of lightly salted water to a boil. Cook udon in boiling water, stirring occasionally, until noodles are tender yet firm to the bite, 10 to 12 minutes. Drain and rinse with cold water. Stir in a few drops of sesame oil.', 'Heat the remaining sesame oil in a large skillet over medium heat. Cook broccoli until bright green and still crunchy, about 5 minutes. Add green bell pepper and carrots; cook and stir until slightly softened, about 2 minutes. Add zucchini; cook until slightly softened, about 2 minutes more. Add soy sauce, mirin, chili-garlic sauce, and ginger; stir to combine. Mix in the noodles; cook and stir until noodles absorb some of the sauce, 1 to 2 minutes more.']",258 kcal,4 servings
Yakisoba Chicken,https://www.allrecipes.com/recipe/8628/yakisoba-chicken/,30,"A classic, justifiably popular Japanese stir fry in which chicken cooked in a yummy soy sauce, chili paste garlic blend is tossed with buckwheat soba noodles, carrot, cabbage and onion.","['0.5 teaspoon sesame oil', '1 tablespoon canola oil', '2 tablespoons chile paste', '2 cloves garlic (chopped)', '4 skinless, boneless chicken breast halves - cut into 1 inch cubes', '0.5 cup soy sauce', '1 onion (sliced) lengthwise into eighths', '0.5 medium head cabbage, coarsely chopped', '2 carrots, coarsely chopped', '8 ounces soba noodles, cooked and drained']","['In a large skillet combine sesame oil, canola oil and chili paste; stir-fry 30 seconds. Add garlic and stir fry an additional 30 seconds. Add chicken and 1/4 cup of the soy sauce and stir fry until chicken is no longer pink, about 5 minutes. Remove mixture from pan, set aside, and keep warm.', 'In the emptied pan combine the onion, cabbage, and carrots. Stir-fry until cabbage begins to wilt, 2 to 3 minutes. Stir in the remaining soy sauce, cooked noodles, and the chicken mixture to pan and mix to blend. Serve and enjoy!']",295 kcal,6 servings
Sunomono (Japanese Cucumber Salad),https://www.allrecipes.com/recipe/14050/cucumber-sunomono/,75,Sunomono is a delicious Japanese cucumber salad with a light and refreshing vinaigrette for the perfect balance of sweet and sour flavors.,"['2 large cucumbers (peeled)', '0.35 cup rice vinegar', '4 teaspoons white sugar', '1.5 teaspoons minced fresh ginger root', '1 teaspoon salt']","['Cut cucumbers in half lengthwise and scoop out any large seeds. Slice crosswise into very thin slices.', 'Place vinegar, sugar, ginger, and salt in a small bowl; mix well to combine. Add cucumber slices and stir to coat. Refrigerate for at least 1 hour before serving.']",27 kcal,5 servings
Dashi Stock (Konbudashi),https://www.allrecipes.com/recipe/175594/dashi-stock-konbudashi/,60,"This is real dashi stock from scratch, not made with instant granules or packets. A clear, pure, savory stock made from dried bonito flakes and edible seaweed, it's a foundation of Japanese cooking.","['1 ounce dashi kombu (dried kelp)', '1 quart water', '0.5 cup bonito flakes']","['Wipe away any dirt from the kombu with a paper towel, being careful not to rub off the white powdery deposits on the seaweed. Place the kombu and water in a saucepan, and allow it to soak for 30 minutes to become soft.', 'Remove the kombu from the water, and cut several lengthwise slits into the leaf. Return the kombu to the water, and bring it to a boil. As soon as the water begins to boil, remove the kombu to prevent the stock from becoming bitter.', 'Stir the bonito flakes into the kombu-flavored water, bring back to a boil, and take the pan off the heat. Allow the water to cool. When the bonito flakes have settled to the bottom, strain the dashi through a strainer lined with cheesecloth or a coffee filter.']",12 kcal,8 servings
Teriyaki Rib Eye Steaks,https://www.allrecipes.com/recipe/107586/teriyaki-rib-eye-steaks/,145,Tangy homemade teriyaki sauce perfectly complements rich ribeye steaks. Colorful vegetable fried rice makes a wonderful accompaniment.,"['2 tablespoons soy sauce', '2 tablespoons water', '1 tablespoon white sugar', '1.5 teaspoons honey', '1.5 teaspoons Worcestershire sauce', '1.25 teaspoons distilled white vinegar', '1 teaspoon olive oil', '0.25 teaspoon onion powder', '0.25 teaspoon garlic powder', '0.125 teaspoon ground ginger', '6 ounce lean beef rib eye steaks']","['Whisk together the soy sauce, water, sugar, honey, Worcestershire sauce, vinegar, olive oil, onion powder, garlic powder, and ground ginger in a large bowl. Pierce steaks several times with a fork. Marinate steaks in soy sauce mixture for at least 2 hours.', 'Cook the steaks in a hot skillet, wok, or hibachi over medium heat; 7 minutes per side for medium. An instant-read thermometer inserted into the center should read 140 degrees F (60 degrees C).']",297 kcal,2 servings
Japanese Agedashi Tofu,https://www.allrecipes.com/recipe/263693/japanese-agedashi-tofu/,30,This quick and easy Japanese fried tofu recipe is a great appetizer. Crispy fried cubes of tofu are served with a tasty sauce and chopped green onion.,"['10.5 ounce package firm silken tofu', '2 cups water', '2 tablespoons light soy sauce', '2 tablespoons mirin', '1 teaspoon dashi granules', '0.25 cup all-purpose flour (or as needed)', 'some liters vegetable oil for frying', '2 green onions (chopped)']","['Place the block of tofu between sheets of paper towels. Set a plate on top; add a 3- to 5-pound weight to the plate. Press tofu for 15 minutes; drain and discard the accumulated liquid.', 'Meanwhile, combine water, soy sauce, mirin, and dashi in a saucepan. Bring to a boil over medium heat. Remove from heat and set aside.', 'Remove weight, plate, and paper towels. Cut tofu into 3/4-inch cubes. Place flour in a bowl and lightly coat tofu with flour.', 'Heat oil in a heavy pot and fry tofu until golden-brown, 4 to 6 minutes. Fry in batches if necessary so as not to overcrowd the pot. Place fried tofu in a serving dish and pour sauce on top. Sprinkle with green onions.']",191 kcal,4 servings
